4.976000000000000000e+03,5.036000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
5.843000000000000000e+03,6.285000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
2.238000000000000000e+03,3.486000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
5.433000000000000000e+03,6.287000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
2.043000000000000000e+03,3.848000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
5.645000000000000000e+03,6.289000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
1.123000000000000000e+03,1.468000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
5.682000000000000000e+03,6.291000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
1.680000000000000000e+02,4.494000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
4.524000000000000000e+03,6.293000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
2.073000000000000000e+03,4.982000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
5.284000000000000000e+03,6.295000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
5.420000000000000000e+03,6.296000000000000000e+03,0.000000000000000000e+00,4.000000000000000000e+00
5.921000000000000000e+03,6.297000000000000000e+03,0.000000000000000000e+00,5.000000000000000000e+00
6.065000000000000000e+03,6.298000000000000000e+03,0.000000000000000000e+00,6.000000000000000000e+00
3.131000000000000000e+03,3.885000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
1.600000000000000000e+01,2.206000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
1.900000000000000000e+01,3.543000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
3.239000000000000000e+03,3.453000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
2.648000000000000000e+03,3.419000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
3.745000000000000000e+03,6.304000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
3.308000000000000000e+03,4.858000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
4.640000000000000000e+02,4.868000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
