,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15
BWM_head_row_1:510_580,0.0761779877239613,0.055865573350587,0.009650735711537,0.0030174885964888,0.0227738187474258,0.0256867513993693,0.0250902980863739,0.0276173022325822,0.0056065602194302,0.0517953597950703,0.0114213240234136,0.0243381210065507,0.0376430667954036,0.0022198962897879,0.0043081893443565,0.0098584346824582
BWM_head_row_1:580_650,0.0771741265442964,0.0582173593459783,0.0092370105828602,0.0031290399777141,0.0223908583707709,0.0254489210903032,0.0246045434103455,0.0291853451795216,0.005987359604718,0.0485297186813855,0.012916753542495,0.0236242518317418,0.0425191026984547,0.0019153792012873,0.0038489809326894,0.009337989575706
BWM_head_row_1:gt_650,0.0703282722634485,0.0569610797307528,0.0088865276611445,0.0030758575776424,0.0205972875676318,0.0277044934679233,0.0234916845690966,0.0303495838000062,0.006839853984723,0.0415232204010077,0.0131939984938772,0.0234849302032056,0.051860726991555,0.0016446376887568,0.0042686584317168,0.0089431836854844
BWM_head_row_2:270_330,0.0654281533473449,0.0557196636213988,0.0197608537862291,0.0048580836481389,0.0195281021803794,0.0289875759738518,0.02172934241105,0.0294381281275365,0.0066975688872523,0.0475846717308324,0.0136453659549255,0.0155373819384147,0.0143068492514116,0.0039811232790498,0.0046911975140835,0.0185340588637296
BWM_head_row_2:330_390,0.0660119951801087,0.0540919190613626,0.0175778431798608,0.0043645545666585,0.0171251135208339,0.0248557105955485,0.0224207971270768,0.0270034440543961,0.0059778364014499,0.0590055650151376,0.0100569155884297,0.0152458091422111,0.0188840910797817,0.0031922705259756,0.0042509459944154,0.0128296466031387
BWM_head_row_2:390_450,0.0688429326400693,0.0506599915036452,0.0114739892130183,0.0035688901067598,0.0150237289331961,0.0219057361824697,0.0231138147580097,0.0250994391343062,0.0059612847362696,0.0616547197330897,0.0086028349189552,0.013707967032058,0.0280699548582274,0.0021812390580857,0.0046369001479793,0.0091439586696557
BWM_head_row_2:450_510,0.0698029261858094,0.0470375703037571,0.0087110774625646,0.002936040854884,0.0192308869571081,0.0244042840745976,0.0219449383954279,0.029891697866784,0.0060841357953016,0.057656231324212,0.0104191515448084,0.0153493839442441,0.0313267008810029,0.0022343455562325,0.0058791066913049,0.0098852529480084
BWM_head_row_2:510_580,0.0723863197756927,0.042754615246848,0.0085201138264418,0.0027567688620376,0.0215387782557191,0.022850544055522,0.0218998017401251,0.0294580617281468,0.0059440587342985,0.0615745048326539,0.0134007998074272,0.0156906826748021,0.0379785796099713,0.0023185707995437,0.0041595481367844,0.0084319287391764
BWM_head_row_2:580_650,0.0690660584676786,0.0484231042856647,0.0083412668193114,0.0026502542738887,0.0216571488501837,0.0249075621251288,0.0229298875936778,0.0303862824972862,0.0062840714737945,0.0539194734099234,0.0175788671002309,0.0165102047316101,0.0432264596582998,0.0017905369014106,0.0038008717672101,0.0089459901528077
BWM_head_row_2:gt_650,0.062491229555456,0.0484626604101046,0.0075172496774951,0.0024153640104498,0.0198453249704166,0.0242011230008058,0.0213109300272844,0.0324149568698709,0.0072247752417308,0.0452028080374602,0.0202398371195218,0.0149028606020366,0.0515825897798016,0.0015040965111083,0.0036128422443407,0.0080968440947592
BWM_posterior:210_270,0.0786447794222002,0.0668878803729239,0.015976396545118,0.0055302756483733,0.0167900419055001,0.0252631104953517,0.017583685360173,0.0315814009214144,0.0076139917652455,0.0275557912452362,0.0108727947145114,0.0200367834040871,0.0108790264640289,0.0035620479217517,0.0044328846607696,0.0241481298921746
BWM_posterior:270_330,0.0790930011990982,0.0495444298031581,0.0166849885895812,0.0048109198593781,0.0172966098748836,0.02604194269354,0.0192862574958671,0.0271785263924352,0.0067750206453491,0.0350470517599916,0.0121283348763287,0.0185071291198153,0.0129086654563811,0.0040747702763476,0.004422307416186,0.0188164962826349
BWM_posterior:330_390,0.0816016991664435,0.0468431716812003,0.0150059379472492,0.0040974640718131,0.0158591672770224,0.0242321937710051,0.0190008301907355,0.024141241407606,0.0056426525715879,0.0393966973473963,0.0102780177353101,0.0158942260074076,0.01677560248929,0.0033736515410615,0.0043644112617456,0.0141794534203698
BWM_posterior:390_450,0.0836309164585312,0.0469642614778306,0.0114582232557068,0.0034772426662633,0.0142952085368986,0.0226785536313221,0.0189179429828361,0.0225089735698506,0.005320186287654,0.0414641780901158,0.010089062086035,0.0129988676298907,0.0286441057406306,0.0024104809092215,0.0046748204659995,0.0088711507053899
BWM_posterior:450_510,0.0790341691035714,0.0415853766677371,0.0083145503378434,0.0025558567626048,0.0162906310134601,0.0258740918908059,0.0178503168518914,0.0295652949360309,0.0048365691520673,0.0406448157679969,0.0452818902197998,0.0125932156772173,0.0314112471524911,0.0019068727477313,0.0055694190956808,0.0065951485013098
BWM_posterior:510_580,0.0737406978258848,0.0378211642286709,0.0076974443344774,0.0024166535034099,0.0188760097489052,0.0225405801293096,0.016796248642445,0.0337592876226114,0.0047615530408327,0.0444248372690299,0.0969462314917418,0.0126883090008777,0.0342710991282545,0.0018054903525538,0.0046658141827183,0.0062080728530561
BWM_posterior:580_650,0.0665543483336204,0.0380650265587036,0.0068059193948576,0.0023147290915619,0.017614462457956,0.022136546676177,0.0165379051228752,0.0335188913773976,0.0051250690333082,0.0516189015210674,0.1027415884020822,0.0124720847817581,0.0407056009158284,0.0015719669219758,0.0039830004975228,0.0058195280134347
BWM_posterior:gt_650,0.067816808774794,0.0406492275219768,0.006462265912053,0.0022091358919471,0.0160168390256253,0.0218113928092586,0.0165099497157921,0.0332824557153893,0.005185109224521,0.0459044792263032,0.078915321522762,0.013209328406386,0.0464565619296205,0.001602609743042,0.0039354258468698,0.0064632722604002
