,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
ceh-9,"[-0.31595444014283003, 0.40388392616948204, 0.21647579484628562, 0.32872196710011126, 0.07761718307936316, -0.2639225715555183, -0.12328081867475318, -0.051131256562279986, -0.32517219278302373, -0.03584689057608609, -0.20363135611236236, 0.08718505906545929, -0.26315769989462845, 0.004436783961783708, 0.4134300252334591, 0.062369515271633716]",[],"[-0.3317791652573152, 0.5405172867848835, -0.01082205346148991, 0.2132783049786045, 0.3750063105921029, 0.008441505819207988, 0.537935325466464, 0.16378363602848747, -0.5438463446128007, -0.3936343760029082, -0.6083257363061285, 0.015829278796015363, -0.394813150680184, -0.21346422619686994, 0.29589755231095033, 0.49433636349918847]","[-0.5403807427522228, 0.24844714275602287, 0.42686213799789874, 0.050060338319116035, 0.09749145448653354, -0.5294924395265679, -0.7652344728076388, 0.7564012200292829, -0.1738543216551045, -0.40706019942165567, -0.1782656273221006, -0.15266815629324554, -0.2779219628711709, -0.1077058444305678, 0.05867527389776665, 0.1786966905250885]","[-0.018663855517585176, 0.3685447906379369, 0.6456448608808287, -0.21163298404634823, 0.7796688493001481, -0.458587708629726, -0.5057322132044605, 0.7194359736875419, -0.2533426910940585, -0.5979070699306286, 0.04654780013979415, -0.002045837632049269, -0.3893010635752251, -0.01953796486444928, 0.12632099278718417, 0.20905091965672185]"
ceh-10,"[0.3508044580266966, 0.014822226303229491, -0.14710554960934213, -0.057423972674204765, -0.23148373188344915, 0.046201614666916656, -0.03340402666416191, -0.04406895994062818, -0.0076006616355367845, -0.32367549131623086, -0.026369703496245706, 0.31164049916616626, -0.004684492111420788, -0.09593807522104988, 0.04111788171094445, 0.24844520063114148]","[-0.40082685902563026, -0.5843125344479921, -0.12934425286328827, -0.2544061217758171, 0.1204712759902051, 0.506334956859767, 0.7138764240516685, -0.06867876065270333, 0.5446916951380811, 0.021434088909370874, 0.5923965111832584, -0.5061104439518969, 0.544894066261283, 0.3462253133547457, -0.528878438772187, -0.5536758544730646]","[0.1691830405671969, 0.42584873656266564, -0.0942620236864376, 0.16835830166182603, 0.8470653883964883, -0.7900008490750318, 0.7638667481024247, -0.16913747033184529, -0.5569138180538803, -0.3511318347470145, -0.29801881850816103, -0.15725732745481844, -0.4538604745305893, -0.2956401294856724, 0.38151235377770154, 0.4641414060587065]","[0.1234769052865502, 0.520140504404665, -0.6059033546300706, 0.6159862728187723, -0.5995823362210043, 0.01750203012663995, -0.15828537014193372, 0.10351305454990428, -0.5113085022941721, -0.13818053096343297, -0.3995746627209258, 0.49857250922402035, -0.54737489488371, -0.5847947167176293, 0.5891663052666956, 0.43033550077863064]","[0.11670738355189512, -0.4924876262506438, -0.44147087464649726, -0.10572060599263869, -0.5055770841572252, 0.5060489120589318, -0.029449584948605438, -0.18590168415168631, 0.332119807849877, 0.022643641825576613, 0.2895593413375808, -0.13354888096653086, 0.3826827929736704, -0.14289246964884314, -0.17071187151463, -0.15950123762037696]"
ceh-12,"[-0.2934636859862225, 0.10267743102396197, 0.6642488508686993, -0.15713101187716966, 0.48283957901375474, -0.2544033201227848, -0.3206457251906317, -0.15713646467906717, -0.09072541267448286, -0.2722585354317266, -0.3462076695484586, 0.05016420103125276, -0.10948745078977644, 0.45984483852796704, -0.1225413419439183, -0.08613964268788438]",[],[],"[-0.48046694066788187, 0.2018397639631379, 0.2652641165265121, 0.10009030939345802, 0.15784880207469137, -0.39839675529007623, -0.6670888621314918, 0.7369218854031753, -0.1478262431223734, -0.2925085102165689, -0.15811980974209505, -0.10166006120840752, -0.23294422431813994, -0.20346581997192248, 0.12792417221478325, 0.1952825580779746]","[-0.04969082775115153, 0.2701102982505162, 0.44996436530999984, 0.027437680435041148, 0.39950227329719157, -0.3331432493807181, -0.4991999420514456, 0.7993161744120296, -0.11771787052294594, -0.45136172831253313, 0.0018486424009816135, 0.10291327527603983, -0.31639530712886466, -0.2873580355960975, 0.508903299819251, 0.27990569101054774]"
ceh-13,"[-0.5849037537738779, -0.9466264672240333, -0.13768458232236552, -0.7406227193822335, 0.08445860483218134, 0.8399141637364703, 0.11565069985613675, -0.38465486453574843, 0.9798627612349877, 0.4996611060616486, 0.8666614947606002, -0.8626217432363872, 0.9079204232193278, 0.533033099609975, -0.8035200356441116, -0.8542902966328229]","[0.3711586985805346, 0.37801413783188936, 0.05700932610354022, 0.3595962821280689, -0.2638191260321385, -0.28749667679683616, -0.3230745061942825, -0.6406439257461679, -0.4416314249087704, -0.06244228997641088, -0.22804887391285497, 0.36058402032047093, -0.318790323353078, 0.11549410769065316, 0.02781183988583898, 0.2441948474902187]","[-0.32291102704015334, -0.0513651503189502, 0.2775712098645157, -0.0942103320849843, 0.06513659072267568, 0.27005432092940374, 0.17517816010861184, -0.4565393642900687, -0.030415814797000895, 0.26569742492107834, -0.09826333798657227, 0.05283225632943764, 0.15937439352173102, 0.2526820048195706, -0.23633911372636152, -0.45842202625226003]","[0.35275796768404616, -0.5508918655074896, 0.3935150413934768, -0.7579460472356601, 0.16679756326190104, 0.4352254097665039, 0.47388172880534934, -0.6336093532008502, 0.5899413915364898, 0.3410729110903652, 0.6590975018863745, -0.5935069594832723, 0.681309772270805, 0.7300498790312514, -0.6724011625832974, -0.7746286101895491]","[0.6239637750396122, 0.6895105676423958, 0.0020401090734556288, 0.5107775570813129, 0.0722126758965016, -0.7517246232569906, -0.3086951742210664, 0.30676746172640923, -0.7578546734703177, 0.1632701716780701, -0.3735502607396629, 0.5610293403755094, -0.7196584685114547, -0.47100448276844564, 0.44137937987661413, 0.6447530781542211]"
ceh-14,"[0.6948030151307002, 0.2590101620861529, 0.08017650103976078, 0.07171670351627965, 0.07599360945417721, -0.4527519846868227, -0.07266664247320115, 0.6616679547244823, -0.38236031735278597, -0.16787761419386, -0.3976405593782174, 0.2224523038264068, -0.46407616937217444, -0.38941757192910376, 0.2165786504732451, 0.4451397134911977]",[],[],[],[]
ceh-16,"[-0.16292002540100878, 0.42299603053605095, -0.38840851505303897, 0.7223299971683144, -0.4255855647679775, -0.0265180706580422, 0.06021458844900693, -0.11804675365360988, -0.3131830858387725, 0.3821764062109304, -0.08802848107491457, 0.2609361143725666, -0.2698860506841064, -0.4122322060964508, 0.32479197566112294, 0.15449324850587712]","[-0.4999158286532738, 0.26494370602230355, 0.819521638539392, -0.4145692167436872, 0.6403337568462175, -0.07303619860759461, -0.017999714067057, -0.25616664781309556, -0.06848753268936728, -0.34569447843514084, -0.10278124089708363, -0.38189789186852335, -0.068957199723059, 0.8062440726772702, -0.522771837096957, -0.47059247572379637]","[0.06074556406377436, -0.9583908534968693, 0.1467568051703662, -0.5981760920632593, -0.5700846489780058, 0.08397074746421934, -0.8665287660577532, -0.19954154842712976, 0.9877841425842364, 0.8535987496547268, 0.9384643935347645, -0.6330719570184988, 0.9147532375545031, 0.630709519299357, -0.7768298553958537, -0.7728360732300711]","[-0.20886174980620342, -0.09989563690354869, 0.41867504744910905, -0.3518807059240643, 0.20005910619457165, -0.07678003202197707, -0.19344384765643627, 0.2098375630620231, 0.16523667958459815, -0.06123524796900889, 0.21181567684922778, -0.4128214108784721, 0.1861431760735254, 0.23975405761911323, -0.2627571961051246, -0.2765102680034296]","[-0.18575282629110618, 0.02882571377065668, 0.2567084456279191, -0.17260962241831312, 0.2035359032177625, -0.05466808211967655, 0.3156546774290981, -0.44593827140600073, -0.0043793486543900195, -0.19906169283094866, -0.13366769946990495, 0.016313479866560288, 0.022087019019384008, 0.5083971379435104, -0.3701297582137837, -0.13586467653959045]"
ceh-17,"[0.5797369068239648, 0.307175867599875, -0.2253375928951431, 0.2539911269794264, -0.2694471919957456, -0.23574338361765954, 0.12410913189769132, 0.08057321070997808, -0.35361922551605396, -0.4130044493540511, -0.2851059802537187, 0.5780373978184727, -0.28090831102126346, -0.3310246574583262, 0.30748237668617456, 0.5289872380958742]","[0.4421396479684044, 0.2501634432387244, -0.18424720944696282, 0.394199289949583, -0.3804606812533593, -0.23674316635987547, -0.24407947287808845, -0.38647678162864496, -0.3511296140989259, -0.10816178020877984, -0.04710875264648421, 0.4445375767420577, -0.27891232887466844, -0.21725268874589665, 0.26122159998060757, 0.36571207494506436]","[-0.687254276817442, -0.10173011689462529, 0.8974490095236327, -0.5965008379446011, -0.03849032734250685, -0.21164461575345492, -0.04135451396283718, -0.0755554874083025, 0.017864313357753944, 0.25595129329822597, 0.055111945950144625, -0.004873743547997994, 0.2197630212466824, 0.6552709021887925, -0.387409304186278, -0.19725876689726224]","[-0.007157570213059877, 0.22219659431743516, -0.3404912955418479, 0.4633858462434921, -0.08187684322401378, -0.07913741072632027, 0.0164569982113891, 0.08494396854364454, -0.33431880159518856, -0.39020964912616696, -0.40629663997519244, 0.641584550286987, -0.2314032626242036, -0.4270460119566969, 0.5262032497491095, 0.4408359970627615]","[0.24353331252317287, 0.32290445877738205, -0.40832309689530033, 0.6755284612565935, -0.5301795874419981, -0.12448518683431756, 0.046862833419945835, -0.3200074311008545, -0.31769012119165957, 0.9425531839858173, -0.31869001103796646, 0.35907920583805436, -0.20293036443900736, -0.3596180810036396, 0.5285543100790077, 0.24361961422295852]"
ceh-18,"[0.7652551116858772, 0.6795290577858422, -0.19184131896329742, 0.6379666204599471, -0.35143578733507225, -0.5310166341845753, -0.15447593008440283, 0.5765011357062081, -0.7034932150829055, -0.17290937298859, -0.5930957308854076, 0.6854701845499852, -0.75967234406667, -0.7589723849468191, 0.5603174981273352, 0.7704192763454746]","[0.8870693025105281, 0.7229851979082753, -0.23324108628828571, 0.7357444491932623, -0.5051086364922335, -0.7718069934015753, -0.8643616330940429, -0.11723128293733057, -0.8165359889648363, 0.40095707459938623, -0.7921714777241872, 0.9590488531163368, -0.801675584079063, -0.7075236948172543, 0.9162670284347658, 0.9605011032806474]","[0.2874742179416173, 0.8157478088987948, -0.6855565666412933, 0.822212507860577, 0.5852963952215515, 0.052577709398525324, 0.7569129022189224, 0.2388776442054827, -0.7946765699806161, -0.8204113284432203, -0.7813617463254695, 0.3659026868763521, -0.8273146502895363, -0.9219099981685283, 0.8840233024849277, 0.7477079398189735]","[-0.37915965754889946, 0.6422088831893722, -0.5458588992557285, 0.8349438964775128, -0.14171002060993218, -0.38132558981190756, -0.23111879436390836, 0.5801955688744108, -0.7280508184284916, -0.4493682285678818, -0.7917878287146248, 0.7702321885803942, -0.6756520270398764, -0.8633398584404433, 0.8420543330912772, 0.8610575924746777]","[0.6782769375471421, 0.6256043224514426, -0.3874366722664459, 0.9404642954655094, -0.5941321984054274, -0.5030124479148091, -0.2764696010233103, -0.10402390468462122, -0.7010108011235765, 0.7916366300997254, -0.5621384144051373, 0.7641319127015958, -0.5961296966858822, -0.6956319173013745, 0.7745097316595402, 0.6769622108739135]"
ceh-19,"[0.4193904944112386, 0.052407540658391205, 0.1536285900163955, -0.0803830168866255, 0.28740881501969295, -0.33709211299441233, 0.10849127474272316, 0.37002151688553747, -0.20487027784797357, -0.011449731534840975, -0.2907900323665712, 0.030140547115867722, -0.23606592326099635, -0.07795144647156942, -0.08842992942190152, 0.1654809434628104]","[-0.20328313302210022, -0.07490446419030565, 0.08738163094204793, -0.24267288021725947, 0.27219673956651985, -0.0070495372009772295, 0.12180890758407811, 0.5065713865580199, 0.1557294218114987, -0.30660437673489954, 0.1810275682768757, -0.11971323497408738, 0.01615910015379183, -0.21249868270423014, 0.11533534190685366, -0.06119950800757761]","[0.6664283428831086, 0.5974038379478743, -0.6891247111811788, 0.869631421472482, -0.159389657214559, 0.4509533935242569, 0.3029046849555757, -0.00756683075371089, -0.509584611944252, -0.6317224664446257, -0.5969656645235157, 0.887798159014616, -0.7055882589020082, -0.7334233261736148, 0.5439174366578702, 0.37020759662566877]","[-0.8526896553024174, 0.4314860233591513, 0.22081046525149117, 0.11739860594183865, 0.31999184458104624, -0.7472271673003179, -0.05805029346708096, 0.6054200161305524, -0.39455663546549985, 0.010590590948023768, -0.5006660788724028, -0.19726030945379094, -0.43352322446192626, -0.1485563108030418, -0.05561490179145934, 0.45799167863195667]","[0.5855233094591031, 0.5316549302813852, -0.10585574429537692, 0.5230760754322108, -0.08650683114190358, -0.5641733884003066, -0.4231331277988055, 0.4369480607894296, -0.5936448765560256, 0.24460068326988665, -0.43295055072553346, 0.4612893309547868, -0.5668021141949814, -0.6211275751845549, 0.47599846617505065, 0.574126224368491]"
ceh-20,"[-0.5954431113950287, -0.8992601420330459, 0.08487502396212902, -0.8661974699452768, 0.5356042117681745, 0.5531763413197166, 0.4810366749401893, -0.5172761152907299, 0.811599135428934, 0.5374697275535761, 0.7091231588617499, -0.9462182057761381, 0.8646440204775924, 0.8315430640026245, -0.9051335559700836, -0.9265200526432862]","[-0.9248802839950838, -0.4962062565317743, 0.49097746223923644, -0.7294157906751433, 0.6675943070765156, 0.5975756039705837, 0.7115835385355498, 0.0069990737538560555, 0.6501973675134349, -0.2894310012268177, 0.5698106933347273, -0.9213701970656053, 0.6252411665256019, 0.897714405032046, -0.9090651451199759, -0.9662384526393932]","[-0.47119523912534733, -0.8627022026325074, 0.746995624923964, -0.9543887865818167, -0.3774657043832087, -0.1996078966256313, -0.6899123440052781, -0.18651941258150312, 0.8175411827279382, 0.8855190247306639, 0.8268810798411959, -0.6855163536574662, 0.9229819594012649, 0.9808412245131178, -0.8999597780659827, -0.7106765107463158]","[0.36835298902811264, -0.9478969905947897, 0.5171101042165538, -0.9390927179868409, 0.5817623215008768, 0.532591344112509, 0.4024679486023794, -0.5607902162979007, 0.9745143110645158, 0.6704727477619542, 0.9346773225825742, -0.8210624734774676, 0.9522549189285765, 0.8823489774775495, -0.9179640028553442, -0.9183474078970502]","[-0.9066534642390641, -0.7674342705522523, 0.1708114864915274, -0.9286695702095982, 0.4427572985341331, 0.7570952318872688, 0.6391463009480525, -0.25005917210863043, 0.8805446507036139, -0.32844990818325176, 0.6936474876763354, -0.9628494663187414, 0.8428448390568472, 0.869486918631446, -0.8414410510630652, -0.9452568206559944]"
ceh-21,"[-0.4950706949641778, -0.8770351942169298, -0.357847812881073, -0.5949758110842045, -0.16806418456784508, 0.9202002066962768, 0.08834408785551548, -0.37237889768669075, 0.9565801927423923, 0.6062198289105311, 0.9165154530066526, -0.7643890012335959, 0.8596304555092444, 0.3384310051889931, -0.7390375590762822, -0.7662358908770879]","[-0.7374447085689437, -0.7609191997688807, 0.03152638445807705, -0.5226480710843557, 0.3196606296440743, 0.7659493150070005, 0.9285175268018291, -0.0632583239208612, 0.7769190195754438, -0.06066337968628624, 0.813357408094023, -0.818556332009996, 0.7830123191765874, 0.6691329075037423, -0.798478521865945, -0.8762207280363683]","[-0.030534338474338507, -0.29132829396580207, 0.08660451062817372, -0.22776211220521853, 0.39536517464899373, -0.2663041314551559, 0.27733395103442815, -0.733079783521979, 0.14668780221508063, 0.5020639016923093, 0.21724496329554627, -0.5897326559903465, 0.35668565929853235, 0.318432171169054, -0.41093599049580176, -0.5089624604464908]","[0.10871704471859428, -0.2743946624158077, -0.18739481594882085, -0.1268773125112465, 0.38214353237759463, 0.26685655972892897, 0.725887304730497, -0.38584585614896244, 0.160546145399338, 0.2501763528961924, 0.05746476084593828, 0.09073407643714138, 0.34983836945506225, 0.07646142560060504, -0.07007664126614421, -0.06253746093556221]","[-0.7695097229232241, -0.7854077344041086, -0.2605148445273957, -0.5059348398644814, -0.1402996401627536, 0.8758217660491087, 0.7381822928440869, -0.47147037700147093, 0.8685133944975524, 0.24995802796273195, 0.4831382057605009, -0.7805683426556213, 0.8915986541564352, 0.568451034215925, -0.5352235504513371, -0.858186335800343]"
ceh-22,"[0.9435295755765808, 0.7088360532805921, -0.07828450636424832, 0.5495180630841321, -0.30443914151379486, -0.6452830918463757, -0.18039195602766214, 0.6462218038274615, -0.7702744926478414, -0.5961092157976198, -0.6976935222394487, 0.8437908684956987, -0.7890858881548044, -0.7415455082916464, 0.7124241053978857, 0.9391867380911147]","[-0.41012254336383536, 0.43782606565167653, 0.8030219417619289, -0.5648807302034349, 0.7962665133243947, -0.3511049746570654, -0.2846709944562932, 0.5860848633188398, -0.19061377494639625, -0.5319532467875356, -0.2879654226447942, -0.1898034351330217, -0.3539756801419218, 0.16889313677613366, 0.09421850632515283, -0.10158116563277945]","[0.036468258550266, 0.7283473076184388, -0.5348278291328568, 0.6844236781581875, 0.23544427006066299, 0.3039465643756212, 0.35434846282141264, 0.7183201062598998, -0.6177762013800959, -0.8561293761667204, -0.6933884705352293, 0.4717393021366154, -0.7270723817400624, -0.8529187675251689, 0.9040847771772565, 0.8277605364897682]","[0.4721456392753637, 0.25394839952907994, -0.6834281784226591, 0.5969727223789223, -0.5474888077231781, 0.2990567909143448, 0.08417275524279828, -0.26543960866501004, -0.3596134251711451, -0.37350009427107, -0.30564532671534744, 0.8527598154577354, -0.2489744056672687, -0.51993905589727, 0.7093090085493339, 0.33779407367569014]","[0.3219560392539361, 0.16258628726330315, -0.4337190572010543, 0.5637426000879031, -0.5161035025106062, -0.08682087374841531, -0.16567195110820931, 0.1883599906013527, -0.19003221632801393, 0.6243573332707996, -0.3334624386847201, 0.25366276607099414, -0.150026162788819, -0.6192149068556946, 0.5208989516414602, 0.28408040259519796]"
ceh-23,[],[],[],[],"[-0.04969082775115153, 0.2701102982505162, 0.44996436530999984, 0.027437680435041148, 0.39950227329719157, -0.3331432493807181, -0.4991999420514456, 0.7993161744120296, -0.11771787052294594, -0.45136172831253313, 0.0018486424009816135, 0.10291327527603983, -0.31639530712886466, -0.2873580355960975, 0.508903299819251, 0.27990569101054774]"
ceh-24,"[-0.4480235810139157, -0.11271927958327736, 0.5953809176723204, -0.4485781131709886, 0.7698945806637745, -0.1864041835928604, 0.233354037102894, -0.524537121111876, 0.04430947175829568, 0.04114205586653798, -0.08958686871779761, -0.28081664142594653, 0.17169624101463982, 0.8415768194168303, -0.4045633756567475, -0.4047186330771482]","[-0.1258421615358744, 0.3043976244102566, 0.3483611078732758, -0.3391094140367973, 0.4487390737159879, -0.3297493563804064, -0.29651733665280805, 0.7787559389790513, -0.16082920889665359, -0.35181258324807013, -0.24580156022848618, 0.03714192294436845, -0.33456773124981654, -0.32060003885929605, 0.4230937275759539, 0.1845061879179577]","[0.19387246067676883, 0.37332388074474987, -0.39668716538625787, 0.3174861520767869, 0.7571064964154437, -0.4496467280512505, 0.6653639232940417, -0.07809324336062301, -0.44358325715607627, -0.32350726014292935, -0.3102375887291804, -0.3063215587346155, -0.36747843618395526, -0.4442741393294529, 0.4154237419206218, 0.43074407762015277]","[-0.5113598540290893, 0.7028944709490917, 0.06297986008785986, 0.4809279997309012, -0.3988010498978467, -0.6394080444446467, -0.8370888683439821, 0.7854527202969663, -0.6113568050522595, -0.5421006425508409, -0.5376109961663528, 0.1848541346363974, -0.746082897558364, -0.4625420917654637, 0.42486768393602525, 0.5199153673908128]","[0.6163514799793444, 0.5329106936085666, -0.39807824526635005, 0.811734737398644, -0.5109562448103455, -0.42565375289747015, -0.23809828248295561, -0.04366978828044879, -0.6121629347819859, 0.7727511374573844, -0.504175152255458, 0.6039004763421778, -0.4983155870773871, -0.6431683218587408, 0.6243780112800125, 0.5620723830518872]"
pros-1,"[0.12021854000281545, 0.21367581668980645, 0.8654065046571582, -0.2537531699714515, 0.7374191868280987, -0.6653932563133709, -0.2832182381181155, 0.5449221988497108, -0.3444762237585334, -0.5700553885152357, -0.5192489806059817, -0.06195106316482488, -0.3667615903672562, 0.22336428360452532, 0.2822390187207252, 0.15599375252115522]","[0.9142726874089564, 0.528144285451269, -0.337552846886802, 0.6114609913713464, -0.5626475895604803, -0.6410078347249519, -0.6346816569203108, -0.2624711130629584, -0.7295865274815513, 0.15517777833987145, -0.6734029342159863, 0.7594335688136744, -0.6258511400336828, -0.5780978139003892, 0.5349499649863279, 0.8073662292830929]","[-0.594145004143424, -0.25877532193138464, 0.820645955971912, -0.6277381061895848, 0.15481745785102624, -0.3560529557619034, -0.06351341750458088, -0.11086328677639529, 0.13375902970612846, 0.3399292178871652, 0.2699730586273406, -0.147012494301725, 0.31589717603602996, 0.5754938116868903, -0.2971057709789219, -0.33253729844017765]","[0.08056546199895147, 0.35656196125617995, -0.41536219610817926, 0.5910909149009876, -0.33270961124653375, -0.07904940350721881, -0.11786739980895394, 0.078941717896928, -0.4564250023532661, -0.5467351458127306, -0.4759450834524749, 0.7798473931540296, -0.36522872896207165, -0.5184034087720257, 0.6690093681941086, 0.49600802780788367]","[0.0701176016597595, 0.6857027178229226, 0.7386695086544401, 0.2500284951113373, 0.5136154899233184, -0.670261079920873, -0.6536332266837362, 0.511296695234005, -0.49914733129860966, -0.37597715328625136, -0.42878185703565797, 0.4622729212755431, -0.6487508745205803, -0.15679132491082642, 0.5615296143222291, 0.5013186766034745]"
ceh-27,"[0.6946842838981265, 0.5945025813070756, -0.33796853930661924, 0.5833199482143907, -0.44116918199612387, -0.3824716718342562, 0.08179632789964991, 0.1767932129081294, -0.6107304801995442, -0.3492241129955523, -0.45668233521565377, 0.7990408298613751, -0.5422323772678678, -0.5926780766538439, 0.5294418153323556, 0.7419143257644454]","[-0.25280934520818227, 0.07469635785681975, 0.2404502681209365, -0.06173463496021295, 0.2963988475704442, -0.06571230058925943, -0.040978493810995234, 0.2889408444366441, 0.09591283166773684, 0.0843413397530342, -0.018542454177013334, -0.03937402663131365, -0.05086797100635776, -0.02808188083082134, 0.14304174082060303, -0.07718443804296704]","[-0.017392284504199662, 0.040378767572144814, 0.05437394681322205, 0.17382198748140243, -0.4835775025155099, 0.6622974378249636, -0.15553240250391093, -0.1751644246959989, 0.0037338567337571182, 0.03330354681199654, -0.16956126917833828, 0.6060443972027435, -0.02244470699321016, 0.04672705208952238, -0.1080832170678781, -0.318537396294684]","[-0.5498222541721903, 0.04574810602880289, -0.13079218260918732, 0.04472379089773387, 0.6136396806675548, -0.2445119840272989, 0.3494677665888105, 0.34958647686369043, -0.0658646498346233, 0.5447549231645973, -0.21487021834057396, -0.23367254653809755, -0.08155895626534479, -0.18084148291498547, -0.10732217178121449, 0.29323101109826527]","[0.20753227254727613, 0.44674471852571646, 0.5436570326060793, 0.028663586517998385, 0.5548722166281977, -0.5840380065672774, -0.67449376009262, 0.9185667958985374, -0.3669845696994055, -0.591027735949728, -0.2865198603771436, 0.2145214419521361, -0.520804575585189, -0.33929414157960197, 0.31456261938737784, 0.4361789385587378]"
ceh-28,"[-0.19480971996891416, 0.20584096139796793, 0.9131403086882046, -0.17006237314854342, 0.5597383429936356, -0.45239865083951103, -0.6009886371333037, 0.2894502505716162, -0.2054286998573494, -0.645642175696072, -0.4756508121713501, 0.04092761121577623, -0.2743255359796564, 0.30918546036358313, 0.24322897790689685, 0.07690279291547988]",[],"[0.3532076522306188, 0.3981773201930835, -0.6035492641411501, 0.7400285992735437, -0.3777571712335332, 0.8804359439285548, 0.07763852549545326, 0.007722915651307861, -0.2753888954927155, -0.3846799205395039, -0.5228217307195298, 0.7357199442071539, -0.4089297219007971, -0.5468107297620121, 0.3298273313267095, 0.08825410135717804]","[0.4019339431824638, 0.39487231433869174, -0.5394272607742038, 0.5427222274548762, -0.7861487815226835, 0.19702269841606587, -0.323869853201097, -0.047310428354945755, -0.377255848264737, -0.2897138525479615, -0.21016423961496145, 0.5397365158352252, -0.4251558746877405, -0.47404003098614106, 0.5858237587060958, 0.2363878306638043]","[0.26978018270215487, 0.6751879739401314, 0.18211662321748265, 0.6904451270949845, -0.07314541667708913, -0.5369220849368774, -0.5711242825704107, 0.3575384026688805, -0.5414882573902104, 0.3796562719565956, -0.5335735862782592, 0.5693813857738849, -0.5961916766237564, -0.5532202639128914, 0.8863099803489909, 0.5749351426327345]"
ceh-30,"[-0.1595414899485145, -0.30370873520785585, -0.33832515016407805, -0.09604638523709778, -0.5218524877602128, 0.6154731814370878, -0.33268224203034646, -0.22856885386407508, 0.4792111372545193, 0.17978554883876227, 0.42169441206128283, -0.04590922037222604, 0.3347340459223861, -0.06152593320144782, -0.2727684557311242, -0.1776295506198353]","[-0.17395143011060216, -0.4850090373200515, -0.27475092458894335, -0.025200681424231958, -0.09067764663485209, 0.3916042895132369, 0.5483228622940111, -0.11581608441091987, 0.42152258529857667, 0.011094781714571622, 0.5316803629655678, -0.26132299796190195, 0.42500196666080814, 0.09420658631211659, -0.3247185133464184, -0.3226103209061561]","[-0.12321947840709593, 0.3034193960216606, 0.06950168695748593, 0.2655296645196763, -0.42040605284056626, 0.659119169645626, 0.04426604124539152, -0.08625019057209216, -0.24374678538343753, -0.16507869795496177, -0.4583766790589003, 0.6756916931963708, -0.22622192362888863, -0.012633375635934863, -0.02173162575851692, -0.04782277281109486]","[-0.08521536829971509, 0.221172826673239, -0.2604654443603873, 0.4198225930446463, -0.02855041115913623, -0.12066819050469293, -0.07994452473981022, 0.1960923642148052, -0.3162663325158025, -0.4054010802273056, -0.3815844088393777, 0.5582592652586811, -0.2237718531548657, -0.4160901151900266, 0.49612266960607887, 0.4155003649862509]","[0.42031412580054456, 0.5599721495669073, 0.47296071115274163, 0.053953633575737625, 0.5026510851223006, -0.6913797603195801, -0.4921905082568566, 0.3813413200836679, -0.5998470259288846, -0.5245607690428633, -0.2682344266696054, 0.4043356409420477, -0.6337455132102289, -0.11040839010671599, 0.06594514984270772, 0.4966053043049586]"
ceh-31,"[0.6576144691749245, 0.051685127068397146, -0.31241443437051264, -0.003761560472475778, -0.3525105290094208, -0.0019774470606989743, 0.008038267029907543, 0.19361439964654742, -0.08075227245522264, -0.26123405058505794, -0.05444991896738766, 0.370510311247331, -0.11608329716047025, -0.339318277233726, 0.08518467795900626, 0.40074290321191003]","[0.293219303968304, 0.011991038047044912, -0.2535406477448867, 0.2703304297576508, -0.3304941647912833, -0.03890057546768581, 0.050771592628579165, -0.3782217278132824, -0.14366939470550455, -0.09473721742464247, 0.19202019055353775, 0.2447377297412671, -0.07138413956539129, -0.09766031494987032, 0.08103309179800006, 0.1604456203739975]","[-0.6665296390233265, 0.052780969547820904, 0.7477446283756588, -0.3694989386443901, -0.11948665380261075, 0.08596404584308025, -0.0202240297260623, 0.035329720270047424, -0.09703912945665955, 0.08325810010123177, -0.13137132786164618, 0.2648361061703033, 0.06580762404680038, 0.4450358310259137, -0.19599965870688485, -0.1321744281644587]","[0.3540521407559445, 0.34656363906358856, -0.5212221604178952, 0.399964640491487, -0.6649680298066639, 0.2370077735649186, -0.04618195067928385, -0.16366980670260434, -0.3266362689007146, -0.10797164774446413, -0.16105247654731208, 0.3832128351537632, -0.3224989006065388, -0.3666355264330838, 0.4361335589086862, 0.1484746231678612]","[0.32654688272146637, 0.32278137060823575, 0.26671929228081204, -0.008723551504155477, 0.3841227490111106, -0.4460023476573751, -0.46223884658218745, 0.5714346191787685, -0.3596162710227903, -0.3631349745169554, -0.2153059011446698, 0.14512615550207672, -0.3932080897520853, -0.24503355767993068, 0.020214057697441917, 0.3212725369629607]"
