,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
snpc-4,"[-0.4607866580945894, -0.9593866243068416, -0.3844657748492843, -0.6427823837218289, -0.031615352162236904, 0.8728461812010119, 0.34551171410669945, -0.37325079703884667, 0.9559236704415444, 0.6304029477998815, 0.9333446602809465, -0.8489932318238445, 0.9241319050866715, 0.38741141806202883, -0.7950048166848621, -0.8138958520099382]","[-0.5382894979885054, -0.929548578744939, -0.43912866721987737, -0.1511977349187808, -0.14372117327291856, 0.9436841063366662, 0.8099590692290118, 0.0376130934012382, 0.9296207864045758, 0.3215516211191294, 0.8803122745766432, -0.5577413913365176, 0.9276463846769364, 0.2055076225341986, -0.4378364286051973, -0.6129389629797796]","[0.04622613630012966, -0.840568664349547, 0.09087570580605525, -0.5123995467338835, -0.7184677352140681, 0.21148991510238574, -0.9404909316239268, 0.0410560940333748, 0.9296218351925412, 0.6910280925932429, 0.8214997699193658, -0.49576186108930803, 0.8022856306016118, 0.5385844393228426, -0.677679314675391, -0.5726935147438497]","[-0.2835255041453545, -0.14972435592027702, 0.7260178345523014, -0.5115965817001643, 0.2111359535941198, -0.23179807408174466, -0.38008112936152016, 0.25511648026849165, 0.25112464494589953, -0.15119512156105314, 0.2907326427982124, -0.5870360916371007, 0.21405984280949203, 0.4530738907922217, -0.45657347969185713, -0.3830729566885258]","[-0.5893395792954164, -0.9767713621502326, -0.3443062366186497, -0.6636360249493001, -0.20036279049851377, 0.9428274816553728, 0.6239491394196994, -0.3008531771744658, 0.9431250861928213, -0.11285604863253063, 0.5757279359938577, -0.8044656996838813, 0.9498703917605595, 0.45986544132219154, -0.7142728099626698, -0.8198598419577261]"
gei-17,"[-0.4203774780236309, -0.7215088370161299, -0.03821048908791197, -0.6078751827240445, 0.4406804229336243, 0.3915613822672014, 0.6566369835059371, -0.46602059349321523, 0.5840835132914366, 0.3156786536037328, 0.5504143406607395, -0.6868333139409892, 0.729457855518693, 0.6308678231945009, -0.6438849691124546, -0.6830080860976653]","[-0.9062753609566115, -0.6780180145082724, 0.2627047237793624, -0.6862634881739699, 0.5337213703757946, 0.7365662597059023, 0.8572086397394851, 0.09662897808067493, 0.7899739604016203, -0.25565321308950006, 0.7925165229274522, -0.9048846187681543, 0.7492384773823425, 0.729079465201168, -0.8126809836335733, -0.9466970107304523]","[-0.16156110976106025, -0.9779083229805283, 0.43486241282060356, -0.8139343378335501, -0.49553185634218955, -0.10603232305745178, -0.8459417584850638, -0.1732820800482788, 0.9732960902148671, 0.9059569806135744, 0.9702609373043805, -0.7122425813326948, 0.9667612620044189, 0.8223566958471542, -0.8615190803251718, -0.758281654245431]","[0.3555604939130956, -0.9233067535675077, 0.2717070602200697, -0.7387665987386035, 0.6895062612030416, 0.5573965087616535, 0.5730622196257817, -0.5556229408790417, 0.8815961970308586, 0.6934107455727896, 0.7720234237215977, -0.5662475485884686, 0.9063115024751718, 0.6724024798978792, -0.7199629067690112, -0.7055850186938597]","[-0.7752129996518835, -0.9534866944137524, -0.10740909455922729, -0.8740286727290352, 0.1333713143904236, 0.9127686271003459, 0.6587281202730241, -0.25206355337016084, 0.9817673392632791, -0.2754093889161406, 0.7036682405427557, -0.958224543903296, 0.962833210917439, 0.6878052292319685, -0.8496161517948979, -0.939088135698029]"
gop-3,"[-0.6290298975144946, -0.2390733741160808, 0.14419176956242458, -0.19413382830471665, 0.5130863957837807, 0.07072871233546917, 0.5994542034366894, -0.6937446837731612, 0.16533634725408308, 0.33626734652213863, 0.18169792218465103, -0.38192202801491665, 0.38387249543687046, 0.6701822772242387, -0.4053895751614476, -0.5390320211937877]","[-0.6704862065087388, -0.6264440327968968, 0.011868741879889379, -0.2662203416934106, 0.21023192988239686, 0.6957629361630581, 0.7210318475696652, -0.13639823640932816, 0.7002493822598979, 0.33514431281503343, 0.6688059264246891, -0.5981368028362167, 0.6786232940665043, 0.5935224375920336, -0.5254016422942881, -0.7252573096653444]","[0.40468153671659746, 0.5895246420959189, -0.28422507426978477, 0.46745837179950767, 0.7333064198098809, -0.5659243904677149, 0.7912627395047575, -0.16296015521633825, -0.6951556636599896, -0.5595301886812708, -0.45050930981566534, 0.3020636141603205, -0.6862617123639191, -0.5582512404999401, 0.6065314313291804, 0.49266661713076776]","[-0.11431384564903607, 0.8266460758058138, -0.3500284841962485, 0.6544873688758988, -0.7977523524787465, -0.3585888656379794, -0.30511215548614434, 0.2099767635778706, -0.7991149622269029, -0.5996431663128903, -0.6629130893686039, 0.583715769764196, -0.779082224520053, -0.5456622842880322, 0.6448519252361116, 0.5638080514178558]","[-0.5990677561871917, -0.3201801313112694, 0.1968431112624484, -0.5050192541175742, 0.31346131940182453, 0.32072542215490063, 0.6665077136305051, -0.5378300655807049, 0.4052635586080787, -0.1335751003781101, 0.24030127207493893, -0.4507983530505195, 0.4258879505829447, 0.806602548766548, -0.6322715496432211, -0.5739144268251467]"
grh-1,"[-0.2934636859862225, 0.10267743102396201, 0.6642488508686993, -0.15713101187716966, 0.4828395790137547, -0.25440332012278477, -0.3206457251906317, -0.1571364646790672, -0.09072541267448281, -0.27225853543172657, -0.34620766954845866, 0.050164201031252735, -0.10948745078977648, 0.4598448385279671, -0.1225413419439183, -0.08613964268788438]","[0.4985538129865499, 0.25687877024685457, -0.3520199255768475, 0.765144710823135, -0.5649479668183561, -0.20887653052323363, -0.38349974521672725, -0.4721016975683656, -0.3199011137900421, 0.8943701974445483, -0.30737186834893354, 0.6422840161843845, -0.2741224926773212, -0.2496369551962881, 0.566834520060831, 0.4860432867401846]",[],"[0.6533327172632895, -0.6165298579816971, -0.1483218899844183, -0.23943541949151306, 0.05889744522498702, 0.6800930908470821, 0.026746271669010807, -0.39659467249153785, 0.6138840222805243, 0.48458744038001866, 0.6355025837342493, -0.16641300178582344, 0.4990679567806729, 0.220539152675214, -0.21935733486446932, -0.4811417724669196]","[0.2979824629551414, 0.4448876744703264, -0.2770389082193815, 0.736157202005456, -0.47621485868331404, -0.2273850005124441, -0.14692203293889988, -0.25891632221763183, -0.4218480333678296, 0.8904879082984338, -0.478554486218702, 0.4663794805459478, -0.3164873332056289, -0.4056099078648011, 0.5913640326595446, 0.3436934368501826]"
grl-25,"[0.45910850632317446, 0.14253247057593574, -0.327934420710138, 0.20436636734373997, -0.26974458394822176, -0.08939549650556847, 0.2684786273267858, -0.013670345475460574, -0.20445282123685557, -0.28826122952393773, -0.12303950082307714, 0.42974774210109623, -0.10580674286279594, -0.2754408108140766, 0.18771043370649873, 0.37587973287147564]",[],"[-0.08044851310274485, -0.4881320190369167, 0.37990232709787186, -0.4237608920418756, 0.1397691412595229, -0.23015634670622703, -0.014957526678326514, -0.723421672143316, 0.33382666771012726, 0.6370947812114454, 0.446063041302179, -0.32944165177821494, 0.49324995149861817, 0.519779094902448, -0.5271916507855811, -0.7578088069036072]","[0.14116513885435472, -0.2698482320847038, 0.5559764558647746, -0.666766968483245, -0.01584455620157585, 0.09859789864109703, 0.29725874707341876, -0.4934733569478002, 0.3344542851257057, 0.033021836416538455, 0.4181467539651614, -0.5284703099107101, 0.4213480863132943, 0.7133805175738156, -0.6134995490018387, -0.6108058062716326]","[0.3015852768442847, 0.45433530350842266, -0.26995993827347253, 0.7425270451062818, -0.4696585643339515, -0.2393395766420276, -0.16262027532630752, -0.23005057624093317, -0.42774423740652606, 0.8809165679809002, -0.47553958965723786, 0.47254598909461243, -0.32873063631244537, -0.4229220311408116, 0.6150499036642898, 0.3568193936251683]"
ham-1,"[-0.05927269919358376, -0.06496823495787624, -0.7188242843824277, 0.42565523883517303, -0.7656759914228298, 0.48745790672136946, -0.07598623984092572, 0.10242507877814182, 0.20518814432746735, 0.4613963220371882, 0.40412647384215145, -0.03518642801350094, 0.11078808437630094, -0.5933678757078154, 0.12788658318503393, -0.01024363674403947]","[-0.7091179126380174, -0.25590193824902374, 0.5053830740148127, -0.6980761132230147, 0.6842129119283256, 0.2997632698812057, 0.5619005967359613, 0.09568116922006592, 0.3497790138559508, -0.3434857522416129, 0.4188664329476632, -0.6920120661092327, 0.304012965366918, 0.7218909076836575, -0.5956758548222685, -0.7108804536443813]","[0.07249560103307921, -0.9640515691616074, 0.219579740839553, -0.6079605679111671, -0.44359322980690685, 0.02388173060167284, -0.7100942132200284, -0.48396230599393514, 0.933181400709436, 0.9424512158496845, 0.9232117196008711, -0.6091682409939961, 0.9255287600547564, 0.695872107037674, -0.8460741965520371, -0.9427842372450655]","[0.11284845631634433, 0.21137144306803612, 0.05932319092157856, 0.14975116287397158, -0.36771633638568735, -0.17860241460817294, 0.06686091473234879, -0.2785074614840209, -0.26569964001082613, -0.551550039458411, -0.26875949272518446, 0.42353060400165504, -0.1621347501501465, 0.0425977476038535, 0.1796079387661843, 0.15007777908819825]","[0.5014985219601171, 0.4678093152577292, 0.3111776315424507, 0.13517666884582633, 0.33551613288099313, -0.6501398793253782, -0.560837711414929, 0.6594510353917519, -0.5279324102751966, -0.502597289681519, -0.3941295265081593, 0.38224752250711835, -0.5887185363842793, -0.37849808739807467, 0.15867591874577472, 0.5445782230104984]"
ham-2,"[0.11051562151895533, 0.6767010726798912, -0.31786537270068466, 0.8847856807130879, -0.6340271627006834, -0.16840914574629087, -0.3532541080003303, 0.1635222412072337, -0.5060244689123964, 0.09593860087131698, -0.3349809564462296, 0.5917562993937202, -0.5682950995808952, -0.6898505716659364, 0.5813252627327834, 0.49339767497558]","[0.1567750532447946, -0.16221197914942856, -0.15879895315854028, -0.26900158974216537, 0.04778209445922166, -0.06057499073304292, 0.22469133251574203, 0.20181723075259506, -0.023922940213116972, -0.24417039838776955, -0.11182170283244419, -0.21071592058095628, 0.03608636279519109, -0.07267201670584861, -0.28253905882025754, -0.025459660045906038]","[0.8197353572592809, 0.16556212994160674, -0.7476510783302122, 0.6580882776979455, -0.34636020334140005, 0.3937289096967456, -0.09613142942032443, -0.009109688546042164, -0.05894675050419146, -0.31647812672753267, -0.12225334801269597, 0.574384189429474, -0.33925880479758197, -0.5773544678742277, 0.31547629602361427, 0.1065217656740003]","[-0.2919821487366179, -0.12071598857087759, 0.33556026252438853, -0.16159313596865815, 0.3259998962374072, -0.14105060821113277, -0.5129174606343427, 0.5282917336991751, 0.17471310379606508, -0.04069655666215716, 0.15925728814048223, -0.31627711018967797, 0.08722034741607348, 0.02587573749755223, -0.11306137141200835, -0.09792945805759457]","[0.4756789264503902, 0.19702981842926798, -0.064988630071806, 0.06778445930745769, 0.09539797034157618, -0.3647436758006377, -0.23598600613840243, 0.4145956680087617, -0.33494934991614606, -0.21860024288991112, -0.16348893158592123, 0.17276161491264228, -0.3160882114497295, -0.3303701205817439, -0.03884312037591233, 0.3243793395320997]"
hbl-1,"[-0.17006994475058773, 0.2251316013337854, 0.9189351914910525, -0.21238371566962533, 0.6855553245063313, -0.5209863742528067, -0.3992060866189378, 0.1044744579565696, -0.26259712748800856, -0.5425087022699604, -0.5264783595007465, 0.06652482633057082, -0.27512953450779054, 0.453863867779299, 0.10008791181761059, 0.045993046112032004]","[-0.40249608318130614, 0.524831340074326, 0.9234216151309151, -0.41316704939024806, 0.7475983074526631, -0.36871481075367113, -0.3724611662729409, 0.21388715370900352, -0.23277444385599647, -0.5341863182185851, -0.37943885280262196, -0.1812153677839803, -0.34462106375187834, 0.38317507926271566, -0.14669867586151716, -0.1792852722316045]","[-0.7126610042878614, 0.22575668834732532, 0.7590608991271337, -0.3937638560461725, 0.02140648697421149, -0.2041671751970912, 0.0837199525270121, 0.3050330583164251, -0.25160502141502084, -0.12517951476712497, -0.24063720371241054, 0.1386365745898543, -0.09526960276913003, 0.380645556242189, -0.06606144295354044, 0.2725986447663349]","[-0.560959566906886, 0.32412405410263045, 0.7695644954574029, -0.16338960022964877, -0.10563902350103141, -0.7824699335097786, -0.5658994488563823, 0.4089104960821011, -0.22135303024227276, -0.5327473456670422, -0.22330448008182108, -0.28376215581656605, -0.31591052475432135, 0.2991145975004148, -0.2583451251672312, 0.07367680793791419]","[-0.3613256925470303, 0.381948739922911, 0.9477096365498814, -0.1854119013464447, 0.7566588054609469, -0.29741109554553835, -0.5020499365022618, 0.22219866669297314, -0.13528515915691866, -0.4495055530259052, -0.4325407575061688, 0.03007949838217816, -0.2429379445144207, 0.3666730805561471, -0.034370146379048866, 0.009682909661831829]"
hel-1,"[-0.6774403730404872, -0.9664066652649386, -0.23624057496600182, -0.7168404235318695, 0.1352551127737185, 0.86242805463312, 0.3871241711633507, -0.6186880806028916, 0.9761894216521063, 0.6612067892892258, 0.9253445286155597, -0.9003361694926424, 0.9883483914732316, 0.6434571537659661, -0.8995352752741537, -0.9486921860055395]","[-0.7315043190716779, -0.9149760078466888, -0.16455604166780927, -0.44168776719487646, 0.1250024992086816, 0.9511868146642714, 0.8860401595742822, 0.0631167404858157, 0.9577464927055552, -0.08198742937356512, 0.9116775098157891, -0.8028098386678693, 0.963060245319775, 0.44688353621593413, -0.7497737802350565, -0.8269486121607668]","[-0.1935056393329665, -0.9750405396485099, 0.48459766387507014, -0.8125710367500459, -0.5660063188722666, -0.014190364550865364, -0.860533061091441, -0.22340724870954465, 0.9705918623287161, 0.9284907654767913, 0.9423953448041372, -0.6208231899389992, 0.9738130664771406, 0.8635531073669737, -0.9030844474058347, -0.8250695983958447]","[0.24974181307002663, -0.8684308324299397, 0.4909080680146073, -0.935438578616747, 0.6257622012177764, 0.46300134119757963, 0.520190445568266, -0.5322188028566278, 0.9024073565438017, 0.7588988873285119, 0.859453077352178, -0.8794727879947251, 0.895578620551212, 0.8591162095339341, -0.9442909587614633, -0.8631411868101507]","[-0.7930131344439165, -0.9417500058511035, -0.07739359498328577, -0.8805655870396603, 0.14019220462887524, 0.9373948977761576, 0.6334727380399247, -0.3472412039559625, 0.9740271663231184, -0.23966199489609213, 0.7084292986545605, -0.9526280678308555, 0.9712093654591237, 0.7426618231460781, -0.8741681046862804, -0.9608620946821469]"
hif-1,"[0.9326919076289862, 0.6959130785323877, 0.12813085997288148, 0.4265341283094442, -0.11157309793267813, -0.7545867646897628, -0.22523586566768714, 0.7369344570792712, -0.7895568801392131, -0.7324652704345843, -0.7621879302848305, 0.7758836688700999, -0.8072213854083605, -0.6356791833179912, 0.740069418063349, 0.9226721029655434]","[0.8187531371223838, 0.46964076625174966, -0.36364945518767244, 0.4707839060077287, -0.43715265021409466, -0.6262248502396222, -0.6272352756386613, 0.1739938318076708, -0.6389512989520627, 0.2904173198941492, -0.70486843108271, 0.7152380908408114, -0.6177579978597599, -0.7627684801860439, 0.7563927948943572, 0.8468709534394341]","[-0.36546626739670296, 0.6927703844156853, 0.15428382763335396, 0.18477431734701408, 0.7905910289710057, -0.46563754446900196, 0.7035189467198905, 0.43996080777368285, -0.7665336515618032, -0.6809152294370675, -0.5893715108452171, 0.20452575890673524, -0.6495285143390858, -0.4280914144196034, 0.7424323880550947, 0.7452413061402089]","[-0.3768102382017636, 0.7353488361558109, -0.535255982706619, 0.8063844055780081, -0.32500502040934504, -0.359613384018968, -0.4565916990012337, 0.7000576156051534, -0.734197309387616, -0.322400609177392, -0.6969632493482666, 0.5507118225719734, -0.7777398721635957, -0.8714716071427949, 0.7835302909183732, 0.7669379457740251]","[0.8714762007030019, 0.7849659733255699, -0.09132491370978002, 0.7530618023887281, -0.15936590159505876, -0.8577409875574136, -0.5604730934943385, 0.4655564654702288, -0.8933273460482, 0.1530616653721598, -0.4876933686474352, 0.8202730150212489, -0.8824481843780028, -0.8069022441654817, 0.7505849351087577, 0.9105919551247417]"
him-8,"[0.14672262031235356, -0.501790436395104, -0.3436704921977194, -0.3597771817461981, -0.3829865001670273, 0.5750114372563322, -0.229985803078377, 0.14825251225995695, 0.5660227166749624, 0.2126393514720171, 0.4960189402913441, -0.2705539250300097, 0.37101784683051536, -0.13987960822973727, -0.3670601102912622, -0.18564324684706196]","[0.4813725874170778, 0.09139478554228818, -0.39337958762552505, 0.3647902032275888, -0.4684915941640493, -0.1528909769352393, -0.20307623855462625, -0.07953627611235334, -0.21412311740188367, -0.1619846033060464, 0.010298420827623223, 0.4279612740123386, -0.17291234873716013, -0.5142042165356963, 0.3501719896564829, 0.43857521838233804]","[0.2060429080259443, -0.0027120120668942538, 0.246054938488069, -0.215793897303533, 0.15170233104168587, -0.6905368045447957, 0.14876844159663094, -0.2399403006072582, -0.0763440689417346, 0.03627799796656239, 0.12200070014335068, -0.07647892614107116, -0.06481270120234497, 0.23091511842090873, -0.17932349568450182, 0.11124194634922713]","[-0.6285836988022024, 0.5297341781591098, -0.1268220262428823, 0.27664785735208647, 0.07151238093589161, -0.48996247662979203, 0.04365218999655782, 0.48091361951755424, -0.4914071431463643, 0.0849316606802344, -0.5071354504211775, -0.04520616560005751, -0.49554604001124114, -0.35045350608495746, 0.15477883161234174, 0.47118926735258143]","[-0.407913717924618, -0.35409895750192033, 0.21980586970477894, -0.3278505054048495, 0.1602926699658624, 0.22780601704835918, 0.040749197026870736, 0.45935433355886285, 0.4709213852083597, -0.5496137644701292, 0.07014527122919136, -0.3077951954251105, 0.28976745538678117, 0.07103099066346091, -0.053982417312688324, -0.22324693708138793]"
hlh-1,"[-0.47998015369293545, -0.9202480463339804, -0.4663679438792273, -0.614108895052675, 0.041814157301431704, 0.8249086499713362, 0.6586701102802877, -0.639218531068745, 0.8802656997269053, 0.7235769346890928, 0.9259319935443336, -0.8022163088766239, 0.9571521493574179, 0.5142611495430901, -0.8651224850324681, -0.8416605818967442]","[-0.36530855651209937, -0.9397611803688891, -0.5711895607644345, 0.01634985001232693, -0.32849385261139297, 0.9199334310920014, 0.8634315355629076, -0.2622904737449321, 0.8567281116728085, 0.30299781097867085, 0.929075731443228, -0.4670893076164662, 0.9160444324686153, 0.22516389621542088, -0.5275153583814264, -0.5730782389572103]","[0.10642342345032597, -0.8772888296324222, 0.04216823578677363, -0.5072290129916026, -0.6314479988922823, 0.1459475191704552, -0.888569108878832, -0.05923195590012983, 0.9453342981039885, 0.7390091327148882, 0.8634010835934327, -0.5822878854760285, 0.8304894459115681, 0.529247726621631, -0.6931202042096354, -0.6257959000170388]","[0.5247778687162242, -0.9494767265702729, 0.09163500083680193, -0.7030252250523817, 0.5697104454900026, 0.7666978292541777, 0.535056718791004, -0.5909266014827352, 0.9360509171558837, 0.8761159910971887, 0.8905992275408758, -0.6083498124798827, 0.9138467138643749, 0.5955406649842665, -0.6812472803547442, -0.7822139728928428]","[-0.6252258792251625, -0.757840537802096, -0.3038012348151856, -0.6225469765767764, -0.01722202112198168, 0.7225030719640003, 0.9640415568588065, -0.5454739493763571, 0.7482904228390245, 0.050441204156492725, 0.6529845184450491, -0.7544917320521337, 0.7983350838414311, 0.6883446618784561, -0.7401008878642797, -0.8107996334037235]"
hlh-2,"[-0.3078570743857406, -0.5847562148074369, -0.5182210078981968, -0.21180058759050802, -0.5706902230452748, 0.8721314145401639, -0.20565332681849252, -0.1815385886427563, 0.7508497329501497, 0.43230639634499984, 0.7510337369033181, -0.3906833358809046, 0.5921601328124162, -0.07878980494248963, -0.39201523315539655, -0.42409090914515146]","[-0.48842873550557375, -0.9310770386684203, -0.4188926520726815, -0.18949410356942717, -0.12682971882206262, 0.8977127664937647, 0.923759624552736, -0.12573390673712562, 0.8720987347791705, 0.09474081971242265, 0.95333960991478, -0.6007014489070308, 0.9057882146413935, 0.3028293742686387, -0.6159084663178738, -0.6716141928657573]","[0.23036940781429374, -0.7360100966487978, -0.17014793869584388, -0.3046202321000779, -0.6340085520649401, 0.2503326636944153, -0.8116623841908727, -0.0022162731657540584, 0.8360431272863021, 0.5864565971971836, 0.7157640847707122, -0.49456138864687305, 0.6836074597420887, 0.33736727281692264, -0.557017732495895, -0.4821317499602194]","[-0.6009570712087567, 0.29818078979756696, -0.19280492783744876, 0.20951831937437024, 0.4374292486391146, -0.35809914715299074, 0.461096280063063, 0.29973880313974477, -0.36725524954673994, 0.11627798613652483, -0.49752818895896583, 0.10405764447834182, -0.22209402017951654, -0.32003018875651795, 0.16061731953945527, 0.47414600043103916]","[-0.08291186905478411, -0.6431659062176922, -0.2484422231321502, -0.3944039480441147, -0.24824233908535798, 0.573147743721749, 0.02523727523289015, -0.013186935876651637, 0.5195962004102641, -0.2886054028905834, 0.21095255831448342, -0.37232483788822957, 0.5285467799938675, 0.04863924773235459, -0.48738092237252556, -0.3463823097195488]"
hlh-3,"[-0.3387624698983711, 0.17381255465929116, -0.2888521194364464, 0.39511959180416584, -0.13377573183356734, 0.06886321365837775, 0.27830229337341483, -0.3613171657124618, -0.10977534045532286, 0.618471508474584, 0.07434366502239059, -0.038748134595631534, -0.03307183187098128, -0.037370895447198405, -0.0481867064722199, -0.1590803494235485]","[0.18885149184864947, 0.22453277370197855, 0.1862306011183506, -0.27197239889852737, 0.20686140298617997, -0.35138555709303143, -0.1801715147908455, 0.21408932105167455, -0.3006950304884614, -0.41282619323631764, -0.4776860046674466, -0.0834938171224679, -0.25602479638278924, -0.03875140073426792, -0.19412643304615068, 0.10994538163697999]","[0.14664158373058403, -0.6541971181675922, -0.23842476717126965, -0.21858518199851773, -0.5699486568236702, 0.3816109940313989, -0.7310540819269019, 0.04019364211850568, 0.7621594244177434, 0.5273283054697385, 0.5977977666435181, -0.4980314039511728, 0.6382762544148645, 0.2467066635131725, -0.4698871509863312, -0.4446410118168921]","[-0.03452554603697988, 0.5580969691501337, -0.49301249333847597, 0.7051169496844808, -0.4661773982557177, -0.2646191739609577, -0.04712341307408768, 0.0769070260500291, -0.6254610208061949, -0.38347786753588853, -0.6475849395204041, 0.7401073859976114, -0.613731568395977, -0.5574085419066996, 0.6297553075351116, 0.6594378141989947]","[0.7850883396992572, 0.767560429891259, -0.1258615276651508, 0.71905907750351, -0.17069784181881004, -0.7476010951039596, -0.41196933259407387, 0.094067049097134, -0.8779718424830141, 0.3965865024389912, -0.46253217186199413, 0.749572336746242, -0.7851015447357206, -0.5831971449951103, 0.5701816434542717, 0.7570977778888115]"
hlh-4,"[-0.1343277980337885, -0.48081232171328725, 0.10639606387966995, -0.5202372628013276, 0.42140714077224906, 0.16522509664374652, 0.2629232476129016, -0.029088990425993853, 0.3722015194268824, 0.4406072314747442, 0.2832407805763363, -0.5901000678596496, 0.3414081965995521, 0.37880932563335845, -0.5803289654936635, -0.47238533829953444]","[-0.8616163042869976, -0.1959683663199653, 0.7177728681822229, -0.7217068321854507, 0.7949476779130229, 0.3304419981313341, 0.4847756368002364, -0.010330730377924618, 0.39109984904296974, -0.390445188079256, 0.3635986209377515, -0.7801031157918625, 0.3446515441109699, 0.9170765668813851, -0.7657011531181817, -0.841126386243616]","[-0.10307848733725865, -0.5529268690874934, 0.6086758685558441, -0.6197742149073641, -0.14197423729658717, -0.32966971687694174, -0.19687121376088165, -0.7012505742752692, 0.4247556958439468, 0.7125718175035054, 0.5205833545329281, -0.29247649945768134, 0.5617744517834781, 0.7916027951572941, -0.7820497437865501, -0.7220821003353112]","[0.5256186987611053, -0.9309664312532377, 0.42712895139548057, -0.9082749173412052, 0.4300946738591065, 0.6586533741986795, 0.4554493529519602, -0.6982061790772683, 0.9475122895941521, 0.5837429663002337, 0.9516667907702906, -0.7090455547532217, 0.9725286064237955, 0.8591047604765395, -0.8312057937524616, -0.9602122640387045]","[-0.660568805205762, -0.03586720348684823, 0.504267227902073, -0.38515001772544405, 0.5610796945314251, 0.07182945440517191, 0.36500244441405644, -0.17457817388433589, 0.2525154137104848, -0.21075495792123383, 0.1672148337578741, -0.3336229631878583, 0.17724632853759525, 0.667945913174976, -0.24180035432543295, -0.3909572387362633]"
hlh-6,"[0.1080818738427376, 0.18502868298441616, 0.8337486945915811, -0.36517878200717, 0.8037500409570317, -0.6553341284148441, -0.048574734779073286, 0.2677576603617301, -0.3354399074687747, -0.6277662253615821, -0.45937801214787455, -0.033475567423415925, -0.2579511345812544, 0.4173770923263269, 0.22634213270768463, 0.11877481719528665]","[-0.3296992388107454, -0.6685423739320009, -0.3931176149461865, -0.042859414678844326, -0.22757769339997597, 0.7139973730719408, 0.4393467383834476, 0.11344974012192337, 0.6951709340380232, 0.15571746495339198, 0.5946401475557087, -0.3343342506841529, 0.6986409577505895, -0.027336307889732264, -0.24391881160778983, -0.33888945411918653]","[0.16666359974456374, 0.6999233774095555, -0.2903868348635588, 0.663264459421046, -0.2050502804429387, 0.5032095104285282, 0.23647452381495482, 0.3495719673565128, -0.5963324956745241, -0.73097346055987, -0.7177380434772942, 0.9900276312519034, -0.7277601409398553, -0.5853724705560499, 0.5964167813765048, 0.5262037095983187]","[-0.664043901387088, 0.47481080748480237, -0.46411214203385853, 0.6078793596408919, 0.34522526759784083, -0.43430667224467095, 0.03755043178465671, 0.6950658629120141, -0.5410757239843601, 0.08207767182990747, -0.6847055554252792, 0.34394290764656127, -0.5271559390914206, -0.7388620979176813, 0.5094788592550217, 0.7963245788297894]","[0.45532080691712234, 0.6354501483120747, -0.14122046874931696, 0.8518550034647832, -0.4639072820700611, -0.45383557497448956, -0.2542824784821961, -0.305717712218734, -0.6318108603341535, 0.7196813443451113, -0.6724552351255653, 0.7385547677380475, -0.5382510830464942, -0.42182877808292224, 0.6651383977315539, 0.5586810764637874]"
hlh-8,"[0.04770121684888613, -0.015411450574206204, 0.7047888992070127, -0.46200579925046303, 0.6827176858339756, -0.3742459710163002, -0.18836645963095955, 0.16875716767270993, -0.07900274658440701, -0.19600888556390988, -0.3076125883095091, -0.16246800229072408, -0.13481812766724405, 0.44811396419188826, -0.2113385705397131, -0.07757623151866705]","[-0.1625582327691947, 0.5159253896876487, 0.6484951156512031, 0.06343033690616816, 0.3287002579987476, -0.3155543710755022, -0.4242126509880157, -0.29658678905468244, -0.2850280797047367, -0.06863957464370452, -0.3635273112456836, 0.08984184134474169, -0.32123584028213586, 0.3853544106045033, -0.060048518190817524, -0.050234700862987244]","[-0.029345316865337923, -0.25812556055617164, 0.19720542923454382, -0.13995264527524826, 0.042016101220983995, 0.10621477668463719, 0.11126639554504437, -0.7471259961807346, 0.14347377292491392, 0.4636116043934757, 0.14366608544308146, -0.05592621532316716, 0.29615804742516644, 0.33612127300774763, -0.4132421660269092, -0.677882838807096]","[-0.5248761903506252, 0.2353904972233794, 0.37907545167986906, 0.06591003018809176, 0.1168277226958133, -0.49178658274991593, -0.7391415341480712, 0.754723101600611, -0.16676608763786696, -0.3737907083661395, -0.17303237810686195, -0.13768821176151683, -0.26554283298789955, -0.1381118209633534, 0.080552124816245, 0.1848898462914364]","[-0.47835322942900854, -0.7994301372313525, -0.18532372307034095, -0.5671985841307717, -0.13791867062619056, 0.8136186228865511, 0.3033891934036441, -0.2305905729684204, 0.7775467274248433, -0.10586611856004052, 0.27694492929771947, -0.6713801467125399, 0.8005103594521743, 0.37718938990750916, -0.683059162742033, -0.6931798655742669]"
