,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
C02F5.12,"[-0.9213816371901651, 0.959817064840976, -0.2829667509580792, 0.7319961822172087, 0.3058294393272688, -0.3638647402944542, -0.521624674932225, -0.8905460409519361, -0.298018221178108, -0.013803660755019681, -0.6874155202473021, -0.8057805843655065, -0.7184229993346996, 0.9795466608650061, 0.9271242594988574, -0.7223565819812119]","[-0.8509807396341517, 0.8083546259735599, -0.09937050038424843, 0.8415037700185188, 0.11438754814167093, 0.16777726001644816, -0.3230790066221099, -0.5182669358807452, 0.5106083525765223, 0.3829475872919198, -0.8883897165620893, -0.633664232078848, -0.282887246376504, 0.770070287542973, 0.4814207249199952, -0.32388013264655846]","[-0.8628139994318039, 0.912106671948694, 0.6890996225709499, 0.8204225127937201, -0.7274896834715394, -0.2369567300858642, -0.3695268493513619, -0.7824068014797791, -0.23694572404661468, 0.04335794164128323, -0.34975929372939496, -0.7834603630228395, -0.5291681471303696, 0.957269205920313, 0.7806297208359649, -0.32803966358964787]","[-0.8967785908344514, 0.9209145295216664, -0.14979993855339613, 0.9166596001810532, -0.7335950511652938, 0.21677040230512867, 0.1012820520630639, -0.8506106730568417, -0.5157015115152961, 0.6513762556760709, -0.5314430548474814, -0.7226934866114454, -0.4997756894910855, 0.9285703504924274, 0.9137623853787203, -0.8331550655276196]","[-0.839026628495639, 0.7934863557595588, -0.5779827385847496, 0.8280520413966486, 0.02141054082130814, 0.26825459186158745, -0.5376638408156236, -0.44953874107049757, -0.5893864617529453, 0.0603659421422347, -0.7686815642717506, -0.5943077042169952, -0.6303155818437661, 0.7749263138621056, 0.3797700779919025, -0.2128634266024754]"
nhr-147,"[-0.5509398372064637, 0.5613686080978665, -0.21535314005254766, 0.2201050871486835, 0.3052076791250171, -0.1760294990284447, -0.33960938579550903, -0.44473816290361057, -0.22859585845651553, -0.09326611809946045, -0.420603988771719, -0.3090767917755024, -0.4954352786683162, 0.5786558116059756, 0.8822948668825364, -0.31518600082414866]","[0.2703464312682001, -0.20089860266731524, -0.3661321541940659, -0.2730086941729706, -0.06256437261651557, -0.3125004109867354, -0.18489555030968474, -0.011169711991447789, 0.1628338031206458, -0.20066970744857204, 0.5798383698410047, -0.003926547407469858, 0.1430158828396138, -0.1660884091409786, -0.1723836398112072, -0.1409903377592029]","[0.09449294369619382, -0.17201639621481363, -0.48509412208413843, -0.21766315738512215, -0.2216762940178888, 0.21172833293593296, 0.7225854751252547, 0.32692895011119466, -0.3760889443840137, -0.10264286771702111, 0.07728984746415808, 0.4970158347888233, -0.06160662169901114, -0.21401850258615915, -0.41719107942837, 0.9621110258386526]","[0.0722477451911115, -0.1821664027198872, -0.3525083389333126, -0.22283829302740552, -0.07955537916054317, 0.201105643264183, 0.9216807971848522, 0.36917349431586943, -0.2514990365910785, -0.30300382155338623, 0.12715179845275507, 0.6302521929939212, -0.13200028713089762, -0.21622257718852073, -0.2600291292081009, 0.15262762647368763]","[0.3187701315461483, -0.2890626235910444, -0.0011496668566616242, -0.3217708413986083, -0.12901494130309915, -0.2755516816060571, -0.2046466321246887, 0.042779668066997595, 0.41763023746476385, -0.4260113285121799, 0.5479969191251614, 0.11861830185362106, 0.11132058726030179, -0.22575825248552003, -0.24705224112982246, -0.15406973062859025]"
nhr-148,"[0.49421987461910694, -0.4000939113392378, 0.8801634771084943, -0.39949649876506166, 0.6381199902578406, -0.3224450065289091, 0.8726688548996009, -0.13978442645179315, 0.45185105285776406, 0.9699184157239594, 0.3595558816746956, -0.14439674667318625, 0.2438151068827185, -0.30201663903605175, -0.20458108820114862, 0.5504232044499369]","[-0.00817503217181706, -0.07192311132181906, -0.07407807318479774, 0.07916513852247917, -0.2717869636075558, 0.7393920529642063, -0.14285714285714288, 0.299781613122722, -0.21321943754773826, -0.16422549584009524, -0.25565735968039216, 0.11312389281994258, -0.2488291012402671, -0.1428890467588818, -0.19002054567657642, -0.3285046005610394]",[],[],"[-0.5610761164404447, 0.637252042049058, -0.015842022851833476, 0.3342886862717616, 0.6875653716522313, -0.37113411567923993, -0.06211688815815445, -0.5255443557897936, -0.15886999737334828, -0.11748805341836474, -0.3906000166745494, -0.39723691101275665, -0.38173625924806376, 0.6071106280368136, 0.9231452179483497, 0.3937802870644447]"
C04F5.9,"[-0.23476009789112753, 0.2568957195321553, -0.14558986275760982, 0.18752484359751956, 0.08046031629468325, -0.2561152149025639, -0.36823114792195494, -0.037990172045180015, 0.4052691751823677, -0.4669308531229719, 0.1410331310845132, -0.22027756272878488, 0.1517029223635742, 0.2422266296094418, 0.19374152983756127, -0.10648344150283048]","[-0.879451795293731, 0.9425805165199612, -0.17020820678732584, 0.6565522319527014, 0.781825022731921, -0.47399481525103654, -0.2573773009901666, -0.8597626796302373, 0.8224477569798516, 0.3129682890770852, -0.5243815291999618, -0.8273096546992807, -0.30729675051597116, 0.9613040386691127, 0.9595190620318176, -0.4329091381815904]","[-0.07103338657329505, -0.03130201454781348, -0.004230928053234316, 0.06224779080218662, -0.16505806111085117, 0.4819180616015197, 0.18784436183100361, 0.2471201692773679, -0.6469402235121519, -0.38025355047942666, -0.1086394461296355, 0.3405922632793994, 0.2470448206998316, -0.1394756151766649, -0.0952940155382031, 0.507737204514358]","[-0.42413169229295217, 0.38006086725446375, -0.7002364975683958, 0.4400195510100512, -0.47002676984215613, 0.722207127708513, -0.05425425555192527, -0.2226802003308251, -0.5561697086577395, 0.23615667675713065, -0.8434892524960895, -0.07188890564901326, -0.48948480552461726, 0.21455367416853965, 0.17795983339989327, -0.4471489660146917]","[-0.8005635807518808, 0.7606657202217817, -0.5428883293055751, 0.8049465772855583, 0.06863546982379193, 0.32212390076635, -0.36204736143180505, -0.47766937152663164, -0.47634320265327956, 0.12158050988899782, -0.7359612326373937, -0.6079300891123123, -0.8329436099169024, 0.7368949550285443, 0.39022157185680856, -0.23432102653315762]"
attf-4,"[-0.4503893219208535, 0.535587277682518, 0.32742136041209885, 0.5617738031699612, 0.5325283842376385, -0.3227381255655133, 0.13896116484316157, -0.863944057803484, 0.012121458797290902, 0.6599255147858292, -0.44421978860377453, -0.9002833997518366, -0.5200512092939393, 0.5876373798515248, 0.41207368795034943, -0.32851504503456797]","[-0.8970806842357806, 0.8283626535688686, 0.27357715576075453, 0.9706507136245824, 0.11798655180331484, 0.2633698556757194, -0.02574738142250669, -0.4915320025541218, 0.39771822609897617, 0.7010850233746978, -0.8755642398193271, -0.6612543123970493, -0.5704339946105081, 0.7781235742222711, 0.4887086695394447, -0.3558860642015568]","[-0.5062667007940482, 0.627622294200763, 0.7291751341108728, 0.5941843727982878, -0.27640767381462217, -0.4599813674111466, -0.5455738528882957, -0.8500219392952111, 0.18768079215793282, 0.6091522312159428, -0.304005605967165, -0.9054904003303962, -0.563952366253908, 0.7287670291762978, 0.6257564977927235, -0.5197247658966985]","[-0.763428513327352, 0.8478847359469056, 0.07991984455695691, 0.8562497067003632, -0.4167702758763095, -0.20537350372978244, -0.057025373599169205, -0.9275095118691623, -0.0797427333111833, 0.9174009960352332, -0.2979261045519637, -0.8946378002644334, -0.444241703673902, 0.9198301313807239, 0.9399311704642228, -0.8401807715882545]","[-0.8645287905122244, 0.8825697952007658, -0.06356438607485851, 0.8872602823810765, 0.4607221518439186, -0.11357211426366956, -0.4217894128914881, -0.8417963970029665, -0.21174894747162643, 0.5978762489114225, -0.5723734416915931, -0.9177160999820134, -0.6866122069137969, 0.9192498979665074, 0.5741637203912237, -0.32817636338901235]"
nhr-76,"[-0.7972069405684221, 0.7859456587753105, -0.46039644060565665, 0.528967563585282, 0.1091913491131557, -0.16609289372173675, -0.4451603404282195, -0.6206391058333632, -0.4482481059481161, -0.18745018705908278, -0.6643842657457172, -0.42237008533998066, -0.7542472583131634, 0.7929159052086286, 0.8581806846668517, -0.534899695582239]",[],"[-0.09233802637358499, 0.01460757070799764, 0.029371856987742882, 0.04929958899910329, -0.22747876053866356, 0.7529537151379677, -0.13587737219513485, -0.03074609903564061, -0.37215163728707684, -0.16043386155723244, -0.5261306201378013, 0.09482268824231455, -0.17643020589206854, -0.07234994735771799, 0.22847853430323803, -0.19206115278644928]",[],"[-0.23957294373879, 0.22144380703060002, -0.1199387119716388, 0.1512608456284789, -0.030389818789141917, -0.2642097945188306, -0.3466152756739367, -0.15898424052000928, -0.2337807579064841, -0.2031499891397036, -0.12625072837632215, -0.11764184933281842, 0.34527218425569184, 0.30838552006165965, -0.07296481900597943, 0.01980520766331538]"
ztf-30,"[0.35356599205434347, -0.34674696208867206, 0.019565561573767876, -0.3279000077422633, -0.04496552806228357, 0.21870198877734753, -0.011468928143008678, 0.43201837780275143, 0.49452590673347635, -0.28170746501191013, 0.3929710391227964, 0.24222547421491153, 0.3858891007117747, -0.39039065094652714, -0.30128521035789835, 0.3335094172500439]","[0.623603881855992, -0.5170127383802262, 0.4318928252644936, -0.5552698649581771, 0.11500060012112079, -0.31929121388460013, -0.19427214990550046, -0.024671325922340816, -0.21293782920551285, -0.16424179592673965, 0.8150120109583883, 0.0903307157485471, -0.056185140226273904, -0.45621146149023806, -0.265560490441955, -0.26316392824147616]","[0.5039080407546528, -0.42897307354002884, 0.01968721246385346, -0.3789700180888945, 0.5586132371887693, -0.170543151363645, -0.38678363343841793, -0.04793020783555729, 0.4010880523121902, 0.8738429704674887, 0.022330012494280432, -0.058103592863195504, 0.017762393910851923, -0.3575377573956736, -0.26091373231967885, -0.12198899118759746]","[-0.46734315170967844, 0.5384970415040622, 0.18947602586019305, 0.5281827879204037, -0.1916799194593144, -0.43905442462417366, 0.16337654183900993, -0.7083037153887521, 0.2202726469325023, 0.7131144981025174, 0.09283709351140193, -0.6371693145384659, -0.363865432064811, 0.6733771518310113, 0.6954674549730309, -0.6140737772704159]","[0.5791073647247079, -0.5981766147860197, -0.10804436292185385, -0.6562043035962715, -0.43573856256073235, -0.17778292636995058, 0.07300503223759654, 0.6125641026975484, 0.07053461138183062, -0.7194397599143926, 0.5142985976330658, 0.718122164225318, 0.8029368303300881, -0.5787089452011058, -0.4467157533648692, 0.44035292471612586]"
C06E2.1,"[0.26315116494719953, -0.2971743755921788, -0.017926508364900257, -0.24711657062898235, -0.2982478150559749, -0.055558901916031966, -0.18923433788253308, 0.48593234228617893, -0.010686520455502974, -0.34024163917486794, 0.3869995344646432, 0.4214727069298299, 0.5859152660167417, -0.30899829536865153, -0.2925629611000835, 0.018703620259923087]","[-0.00817503217181706, -0.07192311132181906, -0.07407807318479771, 0.07916513852247917, -0.2717869636075557, 0.7393920529642062, -0.14285714285714285, 0.299781613122722, -0.21321943754773826, -0.1642254958400952, -0.25565735968039216, 0.11312389281994252, -0.2488291012402671, -0.14288904675888175, -0.19002054567657636, -0.3285046005610394]","[0.13330966954564819, -0.1720103625162867, -0.0757476515500858, -0.18045731424137024, 0.2415592922936471, -0.12064666525921487, -0.3627166660803705, 0.4471831776129559, -0.12317052477110117, -0.4285787097048589, 0.4924259538811865, 0.34944204690202413, 0.8301693662605554, -0.1896207413277115, -0.21740035209283481, 0.006628792866642742]","[0.7078474624909958, -0.5900020556929093, 0.7201590679386375, -0.5364726057568099, 0.901687004250391, -0.5613100612676997, -0.32635035926013667, 0.03360718501538369, 0.8963330876487824, 0.11085668307043407, 0.4564030310610957, -0.15373377430236143, 0.6630514709663633, -0.4795106768267507, -0.42025168072347374, 0.2444806571619304]","[0.12784960990768582, -0.24280162053479745, -0.5891246494038596, 0.03576900341844806, -0.7131652542249989, 0.752280503957015, 0.3104593115617038, 0.5483699559375148, -0.31044410125934707, -0.03891841444668319, -0.15678083258496658, 0.3821367913672789, -0.27045861890259126, -0.33415585522792995, -0.4108219491904496, 0.15930689942251175]"
ceh-53,"[0.3817426465448287, -0.30026098899103476, 0.755773057256105, -0.4516573233388048, 0.6483048323659855, -0.31868985293230595, 0.6876847196285841, -0.14163800267574309, 0.281605569179237, 0.8503373669618612, 0.26873017258672316, -0.06971751111616141, 0.1760975145942159, -0.20408967502941328, 0.07717824322739206, 0.44433093377266186]","[0.3644634759848716, -0.31583200402914186, -0.37397739181843753, -0.43950927946534085, 0.04630958244851646, -0.22197241573256843, 0.10959325941650269, 0.204267048767749, -0.005866063874476017, -0.3055793679395433, 0.6301053036104702, 0.2218261086138396, 0.14416608905052564, -0.2934467103477672, -0.1257349368450688, 0.004690241821920689]","[-0.5256333797325424, 0.603100048268343, 0.29267700944601766, 0.46875678688854006, -0.40023515797867526, -0.5235178700232941, -0.0968365112880712, -0.49521778066343736, 0.24582978311308815, -0.0364896489050468, 0.016487544159908496, -0.5780999070647963, -0.38535989872304754, 0.6867310615505686, 0.469699785663923, -0.38815739992938664]","[0.17205144996831245, -0.12055609562339353, -0.24440741121723153, 0.004177895549254851, 0.20540066870110207, 0.28123143437649883, -0.3183313232185782, -0.32893881457835983, 0.35699710794112416, 0.37570231730779635, -0.4777425587327775, -0.22905868536101182, -0.1964072118683387, -0.1625505451116666, -0.1578323623584002, -0.40908877674555816]","[0.7496002642210623, -0.6769156585158899, 0.5815389278910914, -0.7195163185152903, 0.10367086193406709, -0.3370989408734535, 0.36451980658591726, 0.13639876433841788, 0.8572418310266307, -0.09014936011593988, 0.8637663728467875, 0.2929517027187399, 0.20056663199046143, -0.6110660798143314, -0.3691258424735475, -0.19596047941736872]"
nhr-152,"[-0.3879686658224212, 0.311982822267261, -0.6323137306807715, 0.5146902268534402, -0.5756725725810348, 0.4161509633030338, -0.29168683551139135, -0.15518197806727782, -0.601009009547405, -0.28787331456699994, -0.5751193965668994, -0.03224860196131294, -0.5843066685773706, 0.24630392212425412, -0.12292093343517302, -0.4267157338211396]","[0.18121794812007708, -0.06983858387159042, 0.360023909930795, -0.26137819463016015, 0.5010235885957824, -0.43966108716936037, -0.2801806121176941, -0.34837303010033344, 0.05781609469278831, -0.09630399462930876, 0.3374229556484739, -0.17996891751409902, -0.06477425450935838, -0.011500388289299529, 0.22749210602056588, -0.2733119768257394]","[-0.16146346225491187, 0.18795552243155178, 0.1711983153370651, 0.17190734364161842, -0.2847645074299649, 0.20109538200999252, 0.020657553618589675, -0.47114129643330477, -0.06744963877114588, 0.5875433696059194, -0.5311792995099693, -0.3297556969640527, -0.7081826389630786, 0.20986659835098634, 0.23858797302078355, 0.03441792604120369]","[-0.6810394752229354, 0.6710974043352459, -0.06053753687901768, 0.612492157986894, -0.5784410667999544, -0.1235599719777646, 0.4697503808233379, -0.5289689672508221, -0.3014836995512489, 0.3980688058063586, -0.005392613393234116, -0.3690560065100258, -0.4698264084209015, 0.7498325779352106, 0.7350891313394426, -0.520871301290376]","[0.03479678293484588, 0.0017467714597362155, 0.13310600236282516, -0.09417858939070245, 0.2433704098760315, 0.2083356667936257, 0.06038302280702848, 0.04857354805154276, -0.02128786881096098, -0.07082028975670707, -0.18866798830452577, 0.026878498678042012, -0.19894576220487076, -0.08652785657608253, 0.2621872328737796, -0.13574376973997357]"
sox-4,"[0.024328291072094062, -0.06751792031903306, -0.32682015459094393, 0.06431306115183097, -0.3831043203818795, 0.7126228165529144, -0.3035775406761006, 0.1541785387179688, -0.3377767119477929, -0.15749554493744516, -0.3057046566196481, 0.10457719748088731, -0.2151430883206208, -0.1630233252459925, -0.1685654256076765, -0.22982510955207452]","[-0.6718221732134864, 0.7110055787533548, 0.1262744260702409, 0.5731686991552787, 0.7016527781237121, -0.23429729370743071, -0.21187533681791526, -0.630718954791242, 0.3422879340220345, 0.5317675443009121, -0.41807133999155677, -0.6457733147640579, -0.2040573363962008, 0.6933975606303285, 0.8207544733595283, -0.30532869957500774]","[0.36671717664406395, -0.40460934161930107, -0.7593591459685282, -0.4463564381319333, 0.13554792725214648, 0.006689218423714838, 0.9584122955491124, 0.511857676082427, 0.2605600561601756, -0.3689707406278891, 0.3017701106410688, 0.5356810739902987, -0.018425437702650527, -0.42566199058885174, -0.5113105404066809, 0.4599449901915303]","[0.5955278254523835, -0.5259540125921769, 0.26938259572791196, -0.4616624319833961, 0.6783069696799957, -0.39502550315747553, -0.08311500535161509, 0.004220806698737159, 0.8661678752561445, 0.14763830500381606, 0.33626039102268956, 0.00698854861326928, 0.178639732075312, -0.4321529706006333, -0.39833119150874874, 0.05479275739831285]","[0.5043037412113168, -0.4552744727215524, 0.18656497051385335, -0.4710684617339108, -0.10206869515294405, -0.28663597584843925, -0.1857257836456164, 0.12317738822030377, 0.5709796580346091, -0.3363683113309953, 0.7092669833235181, 0.1876238396805419, 0.21260830033766212, -0.4074912601150416, -0.2905327038853588, -0.24395209930943607]"
